N is 4
N is 4
omega has size 1
omega has size 2
omega has size 3
omega has size 4
theta has size 1theta has size 2theta has size 3theta has size 4theta has size 40, 12.6858, dt0
2.505, 0.985976, a1
2.506, 0.983512, a1
2.507, 0.980873, a1
2.508, 0.97813, a1
2.509, 0.975144, a1
2.51, 0.972003, a1
2.511, 0.968538, a1
2.512, 0.964819, a1
2.513, 0.960848, a1
2.514, 0.956971, a1
2.515, 0.952931, a1
2.516, 0.948685, a1
2.517, 0.944007, a1
2.518, 0.939381, a1
2.519, 0.934786, a1
2.52, 0.929938, a1
2.521, 0.92464, a1
2.522, 0.919454, a1
2.523, 0.914089, a1
2.524, 0.908271, a1
2.525, 0.902431, a1
2.526, 0.896267, a1
2.527, 0.889561, a1
2.528, 0.882754, a1
2.529, 0.876228, a1
2.53, 0.869317, a1
2.531, 0.86259, a1
2.532, 0.855442, a1
2.533, 0.848297, a1
2.534, 0.840829, a1
2.535, 0.833863, a1
2.536, 0.82621, a1
2.537, 0.81852, a1
2.538, 0.810313, a1
2.539, 0.802349, a1
2.54, 0.793727, a1
2.541, 0.785151, a1
2.542, 0.776547, a1
2.543, 0.767702, a1
2.544, 0.758515, a1
2.545, 0.749353, a1
2.546, 0.740687, a1
2.547, 0.731213, a1
2.548, 0.721458, a1
2.549, 0.711863, a1
2.55, 0.70196, a1
2.551, 0.691846, a1
2.552, 0.681476, a1
2.553, 0.670972, a1
2.554, 0.66084, a1
2.555, 0.650735, a1
2.556, 0.640378, a1
2.557, 0.630184, a1
2.558, 0.619213, a1
2.559, 0.608235, a1
2.56, 0.59746, a1
2.561, 0.586368, a1
2.562, 0.575465, a1
2.563, 0.56415, a1
2.564, 0.552329, a1
2.565, 0.540672, a1
2.566, 0.528688, a1
2.567, 0.516664, a1
2.568, 0.504774, a1
2.569, 0.492099, a1
2.57, 0.480641, a1
2.571, 0.468742, a1
2.572, 0.456445, a1
2.573, 0.443282, a1
2.574, 0.431119, a1
2.575, 0.418638, a1
2.576, 0.406116, a1
2.577, 0.394079, a1
2.578, 0.380782, a1
2.579, 0.367703, a1
2.58, 0.354895, a1
2.581, 0.341779, a1
2.582, 0.328259, a1
2.583, 0.315246, a1
2.584, 0.302272, a1
2.585, 0.289505, a1
2.586, 0.276461, a1
2.587, 0.263098, a1
2.588, 0.249698, a1
2.589, 0.235364, a1
2.59, 0.222093, a1
2.591, 0.208432, a1
2.592, 0.195522, a1
2.593, 0.181843, a1
2.594, 0.168773, a1
2.595, 0.154963, a1
2.596, 0.140434, a1
2.597, 0.126831, a1
2.598, 0.113104, a1
2.599, 0.0995772, a1
2.6, 0.0856399, a1
2.601, 0.0724062, a1
2.602, 0.0583204, a1
2.603, 0.0449031, a1
2.604, 0.0309316, a1
2.605, 0.017356, a1
2.606, 0.00316548, a1
intercept is 2.60622, int1
2.607, -0.0112082, a1
2.608, -0.0243301, a1
2.609, -0.037346, a1
2.61, -0.0513586, a1
2.611, -0.0655219, a1
2.612, -0.0791254, a1
2.613, -0.0929846, a1
2.614, -0.107247, a1
2.615, -0.121316, a1
2.616, -0.134691, a1
2.617, -0.148372, a1
2.618, -0.16219, a1
2.619, -0.176485, a1
2.62, -0.189973, a1
2.621, -0.204121, a1
2.622, -0.21731, a1
2.623, -0.231224, a1
2.624, -0.244474, a1
2.625, -0.258374, a1
2.626, -0.271731, a1
2.627, -0.285551, a1
2.628, -0.298807, a1
2.629, -0.311876, a1
2.63, -0.325273, a1
2.631, -0.338135, a1
2.632, -0.350852, a1
2.633, -0.363348, a1
2.634, -0.37641, a1
2.635, -0.389897, a1
2.636, -0.402947, a1
2.637, -0.415678, a1
2.638, -0.427862, a1
2.639, -0.440422, a1
2.64, -0.452827, a1
2.641, -0.465167, a1
2.642, -0.477144, a1
2.643, -0.489259, a1
2.644, -0.501788, a1
2.645, -0.51437, a1
2.646, -0.526715, a1
2.647, -0.538207, a1
2.648, -0.549136, a1
2.649, -0.560834, a1
2.65, -0.571963, a1
2.651, -0.583263, a1
2.652, -0.595121, a1
2.653, -0.606357, a1
2.654, -0.617348, a1
2.655, -0.628144, a1
2.656, -0.639315, a1
2.657, -0.65017, a1
2.658, -0.660481, a1
2.659, -0.670549, a1
2.66, -0.681027, a1
2.661, -0.690746, a1
2.662, -0.700946, a1
2.663, -0.710934, a1
2.664, -0.72084, a1
2.665, -0.730519, a1
2.666, -0.740097, a1
2.667, -0.749494, a1
2.668, -0.758736, a1
2.669, -0.767949, a1
2.67, -0.776226, a1
2.671, -0.785123, a1
2.672, -0.793888, a1
2.673, -0.802481, a1
2.674, -0.810318, a1
2.675, -0.818226, a1
2.676, -0.826099, a1
2.677, -0.833692, a1
2.678, -0.841063, a1
2.679, -0.847788, a1
2.68, -0.854995, a1
2.681, -0.861989, a1
2.682, -0.868878, a1
2.683, -0.875629, a1
2.684, -0.882348, a1
2.685, -0.889006, a1
2.686, -0.895483, a1
2.687, -0.901395, a1
2.688, -0.90745, a1
2.689, -0.912921, a1
2.69, -0.918817, a1
2.691, -0.924123, a1
2.692, -0.929154, a1
2.693, -0.934471, a1
2.694, -0.939062, a1
2.695, -0.943708, a1
2.696, -0.948217, a1
2.697, -0.952583, a1
2.698, -0.956587, a1
2.699, -0.960762, a1
2.7, -0.964604, a1
2.701, -0.968201, a1
2.702, -0.971645, a1
2.703, -0.974892, a1
2.704, -0.977773, a1
2.705, -0.980575, a1
2.706, -0.983115, a1
2.707, -0.985606, a1
2.708, -0.987805, a1
2.709, -0.989914, a1
2.71, -0.991796, a1
2.711, -0.993454, a1
2.712, -0.994875, a1
2.713, -0.996148, a1
2.714, -0.997267, a1
2.715, -0.998194, a1
2.716, -0.998944, a1
2.717, -0.999475, a1
2.718, -0.999827, a1
2.719, -0.99999, a1
2.72, -0.999954, a1
2.721, -0.999733, a1
2.722, -0.999304, a1
2.723, -0.998691, a1
2.724, -0.99789, a1
2.725, -0.996909, a1
2.726, -0.995732, a1
2.727, -0.994268, a1
2.728, -0.992737, a1
2.729, -0.990975, a1
2.73, -0.988956, a1
2.731, -0.986716, a1
2.732, -0.984303, a1
2.733, -0.981707, a1
2.734, -0.978834, a1
2.735, -0.975852, a1
2.736, -0.972598, a1
2.737, -0.969428, a1
2.738, -0.965707, a1
2.739, -0.962173, a1
2.74, -0.958296, a1
2.741, -0.954397, a1
2.742, -0.950014, a1
2.743, -0.945619, a1
2.744, -0.941131, a1
2.745, -0.936375, a1
2.746, -0.931646, a1
2.747, -0.926709, a1
2.748, -0.921383, a1
2.749, -0.915813, a1
2.75, -0.909951, a1
2.751, -0.90406, a1
2.752, -0.898509, a1
2.753, -0.892688, a1
2.754, -0.8862, a1
2.755, -0.87976, a1
2.756, -0.872869, a1
2.757, -0.866247, a1
2.758, -0.859106, a1
2.759, -0.851911, a1
2.76, -0.844544, a1
2.761, -0.837049, a1
2.762, -0.829129, a1
2.763, -0.821519, a1
2.764, -0.813455, a1
2.765, -0.805161, a1
2.766, -0.796835, a1
2.767, -0.78833, a1
2.768, -0.779793, a1
2.769, -0.771191, a1
2.77, -0.761852, a1
2.771, -0.752948, a1
2.772, -0.74354, a1
2.773, -0.733803, a1
2.774, -0.724043, a1
2.775, -0.714529, a1
2.776, -0.704935, a1
2.777, -0.695059, a1
2.778, -0.685091, a1
2.779, -0.674441, a1
2.78, -0.66406, a1
2.781, -0.653448, a1
2.782, -0.64359, a1
2.783, -0.633619, a1
2.784, -0.622663, a1
2.785, -0.611257, a1
2.786, -0.600854, a1
2.787, -0.590095, a1
2.788, -0.579485, a1
2.789, -0.567404, a1
2.79, -0.555655, a1
2.791, -0.544929, a1
2.792, -0.532943, a1
2.793, -0.52088, a1
2.794, -0.509232, a1
2.795, -0.497657, a1
2.796, -0.486096, a1
2.797, -0.474163, a1
2.798, -0.461841, a1
2.799, -0.449639, a1
2.8, -0.43685, a1
2.801, -0.424228, a1
2.802, -0.41176, a1
2.803, -0.399453, a1
2.804, -0.387227, a1
2.805, -0.374001, a1
2.806, -0.361235, a1
2.807, -0.348728, a1
2.808, -0.33591, a1
2.809, -0.322697, a1
2.81, -0.309533, a1
2.811, -0.296086, a1
2.812, -0.282146, a1
2.813, -0.269585, a1
2.814, -0.255957, a1
2.815, -0.243233, a1
2.816, -0.229373, a1
2.817, -0.215805, a1
2.818, -0.202099, a1
2.819, -0.188364, a1
2.82, -0.174898, a1
2.821, -0.160446, a1
2.822, -0.146653, a1
2.823, -0.133036, a1
2.824, -0.118859, a1
2.825, -0.103959, a1
2.826, -0.0904055, a1
2.827, -0.0763183, a1
2.828, -0.0629318, a1
2.829, -0.0485514, a1
2.83, -0.0344105, a1
2.831, -0.0203997, a1
2.832, -0.00608696, a1
intercept is 2.83245, int1
2.833, 0.00757492, a1
2.834, 0.0206261, a1
2.835, 0.0343267, a1
2.836, 0.0482228, a1
2.837, 0.0617541, a1
2.838, 0.0745143, a1
2.839, 0.088721, a1
2.84, 0.102249, a1
2.841, 0.11645, a1
2.842, 0.129899, a1
2.843, 0.143237, a1
2.844, 0.156274, a1
2.845, 0.170241, a1
2.846, 0.184341, a1
2.847, 0.197147, a1
2.848, 0.210996, a1
2.849, 0.223937, a1
2.85, 0.23692, a1
2.851, 0.25049, a1
2.852, 0.263845, a1
2.853, 0.277287, a1
2.854, 0.290343, a1
2.855, 0.30334, a1
2.856, 0.316472, a1
2.857, 0.329899, a1
2.858, 0.342984, a1
2.859, 0.356414, a1
2.86, 0.36872, a1
2.861, 0.381014, a1
2.862, 0.393696, a1
2.863, 0.406, a1
2.864, 0.418508, a1
2.865, 0.431381, a1
2.866, 0.44373, a1
2.867, 0.45566, a1
2.868, 0.468268, a1
2.869, 0.48087, a1
2.87, 0.493122, a1
2.871, 0.505299, a1
2.872, 0.51671, a1
2.873, 0.528048, a1
2.874, 0.539954, a1
2.875, 0.551306, a1
2.876, 0.562421, a1
2.877, 0.573772, a1
2.878, 0.584892, a1
2.879, 0.595557, a1
2.88, 0.606758, a1
2.881, 0.617296, a1
2.882, 0.628482, a1
2.883, 0.639, a1
2.884, 0.649729, a1
2.885, 0.659658, a1
2.886, 0.669939, a1
2.887, 0.680264, a1
2.888, 0.690242, a1
2.889, 0.699856, a1
2.89, 0.709893, a1
2.891, 0.719381, a1
2.892, 0.728864, a1
2.893, 0.738411, a1
2.894, 0.747825, a1
2.895, 0.756667, a1
2.896, 0.765475, a1
2.897, 0.774366, a1
2.898, 0.783206, a1
2.899, 0.791449, a1
2.9, 0.799337, a1
2.901, 0.807245, a1
2.902, 0.815067, a1
2.903, 0.823067, a1
2.904, 0.830704, a1
2.905, 0.837909, a1
2.906, 0.844669, a1
2.907, 0.851628, a1
2.908, 0.858551, a1
2.909, 0.865218, a1
2.91, 0.871552, a1
2.911, 0.87785, a1
2.912, 0.884481, a1
2.913, 0.890599, a1
2.914, 0.89652, a1
2.915, 0.902534, a1
2.916, 0.90831, a1
2.917, 0.913826, a1
2.918, 0.919156, a1
2.919, 0.924439, a1
2.92, 0.929771, a1
2.921, 0.934723, a1
2.922, 0.939522, a1
2.923, 0.943706, a1
2.924, 0.948242, a1
2.925, 0.952647, a1
2.926, 0.956588, a1
2.927, 0.960359, a1
2.928, 0.964052, a1
2.929, 0.967346, a1
2.93, 0.970949, a1
2.931, 0.97397, a1
2.932, 0.977179, a1
2.933, 0.979955, a1
2.934, 0.982607, a1
2.935, 0.985057, a1
2.936, 0.987134, a1
2.937, 0.989228, a1
2.938, 0.991079, a1
2.939, 0.992823, a1
2.94, 0.994341, a1
2.941, 0.99567, a1
2.942, 0.99686, a1
2.943, 0.997815, a1
2.944, 0.998586, a1
2.945, 0.999213, a1
2.946, 0.999635, a1
2.947, 0.999904, a1
2.948, 1, a1
2.949, 0.999918, a1
2.95, 0.999651, a1
2.951, 0.999215, a1
2.952, 0.998581, a1
2.953, 0.99773, a1
2.954, 0.996671, a1
2.955, 0.99551, a1
2.956, 0.994154, a1
2.957, 0.992583, a1
2.958, 0.990942, a1
2.959, 0.989056, a1
2.96, 0.986972, a1
2.961, 0.984597, a1
2.962, 0.982051, a1
2.963, 0.979349, a1
2.964, 0.976494, a1
2.965, 0.973552, a1
2.966, 0.970322, a1
2.967, 0.966955, a1
2.968, 0.963679, a1
2.969, 0.960104, a1
2.97, 0.956241, a1
2.971, 0.952349, a1
2.972, 0.948013, a1
2.973, 0.943462, a1
2.974, 0.939022, a1
2.975, 0.934198, a1
2.976, 0.929055, a1
2.977, 0.923926, a1
2.978, 0.918198, a1
2.979, 0.912808, a1
2.98, 0.90712, a1
2.981, 0.901085, a1
2.982, 0.895107, a1
2.983, 0.889107, a1
2.984, 0.882724, a1
2.985, 0.876249, a1
2.986, 0.869239, a1
2.987, 0.862563, a1
2.988, 0.855504, a1
2.989, 0.848583, a1
2.99, 0.84149, a1
2.991, 0.834162, a1
2.992, 0.826563, a1
2.993, 0.818559, a1
2.994, 0.810648, a1
2.995, 0.802641, a1
2.996, 0.794192, a1
2.997, 0.785741, a1
2.998, 0.777499, a1
2.999, 0.768659, a1
3, 0.760132, a1
3.001, 0.7515, a1
3.002, 0.742789, a1
3.003, 0.733834, a1
3.004, 0.724146, a1
3.005, 0.714746, a1
3.006, 0.705364, a1
3.007, 0.695512, a1
3.008, 0.686169, a1
3.009, 0.676169, a1
3.01, 0.666193, a1
3.011, 0.656027, a1
3.012, 0.645736, a1
3.013, 0.635522, a1
3.014, 0.625886, a1
3.015, 0.61477, a1
3.016, 0.603832, a1
3.017, 0.593731, a1
3.018, 0.58244, a1
3.019, 0.571243, a1
3.02, 0.560129, a1
3.021, 0.548848, a1
3.022, 0.537439, a1
3.023, 0.525714, a1
3.024, 0.514242, a1
3.025, 0.501941, a1
3.026, 0.489851, a1
3.027, 0.47873, a1
3.028, 0.467195, a1
3.029, 0.454854, a1
3.03, 0.442933, a1
3.031, 0.431146, a1
3.032, 0.41893, a1
3.033, 0.40682, a1
3.034, 0.395381, a1
3.035, 0.383147, a1
3.036, 0.370579, a1
3.037, 0.358661, a1
3.038, 0.345735, a1
3.039, 0.333481, a1
3.04, 0.32045, a1
3.041, 0.307005, a1
3.042, 0.294083, a1
3.043, 0.280599, a1
3.044, 0.268175, a1
3.045, 0.255034, a1
3.046, 0.242379, a1
3.047, 0.229589, a1
3.048, 0.217035, a1
3.049, 0.20475, a1
3.05, 0.191741, a1
3.051, 0.178775, a1
3.052, 0.165511, a1
3.053, 0.152204, a1
3.054, 0.137874, a1
3.055, 0.124253, a1
3.056, 0.111345, a1
3.057, 0.0984988, a1
3.058, 0.0855144, a1
3.059, 0.0729366, a1
3.06, 0.0588328, a1
3.061, 0.0458926, a1
3.062, 0.0325998, a1
3.063, 0.0190789, a1
3.064, 0.00605596, a1
intercept is 3.06445, int1
3.065, -0.00749259, a1
3.066, -0.021739, a1
3.067, -0.0352849, a1
3.068, -0.0481267, a1
3.069, -0.0612608, a1
3.07, -0.0748419, a1
3.071, -0.0886888, a1
3.072, -0.101153, a1
3.073, -0.114247, a1
3.074, -0.127332, a1
3.075, -0.141225, a1
3.076, -0.154914, a1
3.077, -0.167732, a1
3.078, -0.180913, a1
3.079, -0.193897, a1
3.08, -0.206338, a1
3.081, -0.220538, a1
3.082, -0.233351, a1
3.083, -0.246209, a1
3.084, -0.258586, a1
3.085, -0.271588, a1
3.086, -0.284574, a1
3.087, -0.297787, a1
3.088, -0.310366, a1
3.089, -0.323717, a1
3.09, -0.335884, a1
3.091, -0.348698, a1
3.092, -0.361375, a1
3.093, -0.373685, a1
3.094, -0.385629, a1
3.095, -0.397563, a1
3.096, -0.409347, a1
3.097, -0.421462, a1
3.098, -0.434027, a1
3.099, -0.445781, a1
3.1, -0.457317, a1
3.101, -0.469672, a1
3.102, -0.481352, a1
3.103, -0.492648, a1
3.104, -0.504358, a1
3.105, -0.515976, a1
3.106, -0.527144, a1
3.107, -0.538814, a1
3.108, -0.550056, a1
3.109, -0.56154, a1
3.11, -0.572727, a1
3.111, -0.583556, a1
3.112, -0.593932, a1
3.113, -0.604985, a1
3.114, -0.61559, a1
3.115, -0.626098, a1
3.116, -0.635749, a1
3.117, -0.64588, a1
3.118, -0.656125, a1
3.119, -0.666094, a1
3.12, -0.675505, a1
3.121, -0.685388, a1
3.122, -0.694873, a1
3.123, -0.704411, a1
3.124, -0.713986, a1
3.125, -0.722701, a1
3.126, -0.732103, a1
3.127, -0.74093, a1
3.128, -0.74944, a1
3.129, -0.758363, a1
3.13, -0.766893, a1
3.131, -0.77527, a1
3.132, -0.783557, a1
3.133, -0.791914, a1
3.134, -0.800335, a1
3.135, -0.808194, a1
3.136, -0.816371, a1
3.137, -0.824286, a1
3.138, -0.831522, a1
3.139, -0.839086, a1
3.14, -0.846412, a1
3.141, -0.85343, a1
3.142, -0.859994, a1
3.143, -0.866362, a1
3.144, -0.873259, a1
3.145, -0.879852, a1
3.146, -0.886159, a1
3.147, -0.892305, a1
3.148, -0.897762, a1
3.149, -0.90343, a1
3.15, -0.90906, a1
3.151, -0.914875, a1
3.152, -0.919921, a1
3.153, -0.925114, a1
3.154, -0.930175, a1
3.155, -0.93496, a1
3.156, -0.939724, a1
3.157, -0.944187, a1
3.158, -0.94843, a1
3.159, -0.952514, a1
3.16, -0.956184, a1
3.161, -0.959921, a1
3.162, -0.963508, a1
3.163, -0.966777, a1
3.164, -0.970245, a1
3.165, -0.973261, a1
3.166, -0.976127, a1
3.167, -0.97894, a1
3.168, -0.981542, a1
3.169, -0.984051, a1
3.17, -0.986335, a1
3.171, -0.988391, a1
3.172, -0.990286, a1
3.173, -0.99208, a1
3.174, -0.993653, a1
3.175, -0.995002, a1
3.176, -0.996244, a1
3.177, -0.997338, a1
3.178, -0.998202, a1
3.179, -0.998901, a1
3.18, -0.999411, a1
3.181, -0.999776, a1
3.182, -0.999965, a1
3.183, -0.999987, a1
3.184, -0.999834, a1
3.185, -0.999492, a1
3.186, -0.998989, a1
3.187, -0.998283, a1
3.188, -0.997441, a1
3.189, -0.996394, a1
3.19, -0.995149, a1
3.191, -0.993761, a1
3.192, -0.992215, a1
3.193, -0.990434, a1
3.194, -0.988504, a1
3.195, -0.986506, a1
3.196, -0.984325, a1
3.197, -0.981881, a1
3.198, -0.979175, a1
3.199, -0.976579, a1
3.2, -0.973711, a1
3.201, -0.970623, a1
3.202, -0.967636, a1
3.203, -0.964321, a1
3.204, -0.960671, a1
3.205, -0.95697, a1
3.206, -0.952947, a1
3.207, -0.949112, a1
3.208, -0.944971, a1
3.209, -0.940836, a1
3.21, -0.936513, a1
3.211, -0.931739, a1
3.212, -0.927172, a1
3.213, -0.922024, a1
3.214, -0.916931, a1
3.215, -0.911781, a1
3.216, -0.906139, a1
3.217, -0.900351, a1
3.218, -0.894499, a1
3.219, -0.888749, a1
3.22, -0.88253, a1
3.221, -0.876258, a1
3.222, -0.869823, a1
3.223, -0.863363, a1
3.224, -0.856662, a1
3.225, -0.849723, a1
3.226, -0.842987, a1
3.227, -0.835834, a1
3.228, -0.828322, a1
3.229, -0.821148, a1
3.23, -0.813627, a1
3.231, -0.806134, a1
3.232, -0.798315, a1
3.233, -0.790409, a1
3.234, -0.782062, a1
3.235, -0.773792, a1
3.236, -0.765559, a1
3.237, -0.75712, a1
3.238, -0.748924, a1
3.239, -0.740359, a1
3.24, -0.73137, a1
3.241, -0.722522, a1
3.242, -0.714119, a1
3.243, -0.70532, a1
3.244, -0.695931, a1
3.245, -0.687192, a1
3.246, -0.677783, a1
3.247, -0.66824, a1
3.248, -0.65823, a1
3.249, -0.648395, a1
3.25, -0.638039, a1
3.251, -0.627913, a1
3.252, -0.617965, a1
3.253, -0.607278, a1
3.254, -0.596437, a1
3.255, -0.585805, a1
3.256, -0.575338, a1
3.257, -0.564368, a1
3.258, -0.553, a1
3.259, -0.541866, a1
3.26, -0.531118, a1
3.261, -0.51958, a1
3.262, -0.508736, a1
3.263, -0.497531, a1
3.264, -0.486733, a1
3.265, -0.475003, a1
3.266, -0.464051, a1
3.267, -0.452776, a1
3.268, -0.441003, a1
3.269, -0.429646, a1
3.27, -0.417518, a1
3.271, -0.40547, a1
3.272, -0.393564, a1
3.273, -0.381432, a1
3.274, -0.369628, a1
3.275, -0.357594, a1
3.276, -0.345979, a1
3.277, -0.333767, a1
3.278, -0.321961, a1
3.279, -0.310047, a1
3.28, -0.297984, a1
3.281, -0.285471, a1
3.282, -0.273087, a1
3.283, -0.259799, a1
3.284, -0.247493, a1
3.285, -0.234329, a1
3.286, -0.221258, a1
3.287, -0.208776, a1
3.288, -0.196207, a1
3.289, -0.182664, a1
3.29, -0.16983, a1
3.291, -0.15654, a1
3.292, -0.143985, a1
3.293, -0.131621, a1
3.294, -0.118398, a1
3.295, -0.105931, a1
3.296, -0.0933452, a1
3.297, -0.0803292, a1
3.298, -0.0673032, a1
3.299, -0.0543146, a1
3.3, -0.0409691, a1
3.301, -0.0274301, a1
3.302, -0.0151766, a1
3.303, -0.00209564, a1
intercept is 3.30315, int1
3.304, 0.0114499, a1
3.305, 0.0241577, a1
3.306, 0.0378716, a1
3.307, 0.0512325, a1
3.308, 0.0635987, a1
3.309, 0.075735, a1
3.31, 0.0895563, a1
3.311, 0.102787, a1
3.312, 0.114863, a1
3.313, 0.127057, a1
3.314, 0.139019, a1
3.315, 0.151214, a1
3.316, 0.164082, a1
3.317, 0.17642, a1
3.318, 0.188941, a1
3.319, 0.201685, a1
3.32, 0.214113, a1
3.321, 0.226839, a1
3.322, 0.239412, a1
3.323, 0.251501, a1
3.324, 0.263602, a1
3.325, 0.276521, a1
3.326, 0.289647, a1
3.327, 0.302601, a1
3.328, 0.3154, a1
3.329, 0.328571, a1
3.33, 0.341216, a1
3.331, 0.353891, a1
3.332, 0.366247, a1
3.333, 0.377605, a1
3.334, 0.389732, a1
3.335, 0.4014, a1
3.336, 0.412834, a1
3.337, 0.424888, a1
3.338, 0.436215, a1
3.339, 0.446315, a1
3.34, 0.457648, a1
3.341, 0.469032, a1
3.342, 0.480186, a1
3.343, 0.491314, a1
3.344, 0.502139, a1
3.345, 0.513418, a1
3.346, 0.524624, a1
3.347, 0.535472, a1
3.348, 0.546415, a1
3.349, 0.557756, a1
3.35, 0.568502, a1
3.351, 0.578859, a1
3.352, 0.589567, a1
3.353, 0.600157, a1
3.354, 0.610306, a1
3.355, 0.620057, a1
3.356, 0.630558, a1
3.357, 0.640622, a1
3.358, 0.650875, a1
3.359, 0.661024, a1
3.36, 0.67097, a1
3.361, 0.680063, a1
3.362, 0.689631, a1
3.363, 0.69862, a1
3.364, 0.708385, a1
3.365, 0.717228, a1
3.366, 0.726104, a1
3.367, 0.734548, a1
3.368, 0.743327, a1
3.369, 0.751821, a1
3.37, 0.760694, a1
3.371, 0.768807, a1
3.372, 0.777259, a1
3.373, 0.785117, a1
3.374, 0.792818, a1
3.375, 0.800653, a1
3.376, 0.808163, a1
3.377, 0.815472, a1
3.378, 0.823116, a1
3.379, 0.830349, a1
3.38, 0.837408, a1
3.381, 0.844522, a1
3.382, 0.851403, a1
3.383, 0.858099, a1
3.384, 0.864745, a1
3.385, 0.87104, a1
3.386, 0.87703, a1
3.387, 0.882877, a1
3.388, 0.88894, a1
3.389, 0.894784, a1
3.39, 0.900338, a1
3.391, 0.905977, a1
3.392, 0.911194, a1
3.393, 0.916694, a1
3.394, 0.921677, a1
3.395, 0.926738, a1
3.396, 0.931377, a1
3.397, 0.936293, a1
3.398, 0.940659, a1
3.399, 0.944995, a1
3.4, 0.949282, a1
3.401, 0.953137, a1
3.402, 0.957158, a1
3.403, 0.960782, a1
3.404, 0.964297, a1
3.405, 0.967711, a1
3.406, 0.970844, a1
3.407, 0.973771, a1
3.408, 0.976735, a1
3.409, 0.979339, a1
3.41, 0.981827, a1
3.411, 0.984121, a1
3.412, 0.986284, a1
3.413, 0.988349, a1
3.414, 0.990292, a1
3.415, 0.992039, a1
3.416, 0.993517, a1
3.417, 0.994855, a1
3.418, 0.99604, a1
3.419, 0.997082, a1
3.42, 0.997986, a1
3.421, 0.998711, a1
3.422, 0.999303, a1
3.423, 0.999708, a1
3.424, 0.999931, a1
3.425, 0.999999, a1
3.426, 0.999895, a1
3.427, 0.999626, a1
3.428, 0.999246, a1
3.429, 0.998667, a1
3.43, 0.997871, a1
3.431, 0.99696, a1
3.432, 0.995923, a1
3.433, 0.99468, a1
3.434, 0.993345, a1
3.435, 0.99181, a1
3.436, 0.990068, a1
3.437, 0.98821, a1
3.438, 0.986049, a1
3.439, 0.984001, a1
3.44, 0.981753, a1
3.441, 0.9793, a1
3.442, 0.976547, a1
3.443, 0.973875, a1
3.444, 0.970855, a1
3.445, 0.967447, a1
3.446, 0.964363, a1
3.447, 0.960916, a1
3.448, 0.957436, a1
3.449, 0.953802, a1
3.45, 0.949745, a1
3.451, 0.945743, a1
3.452, 0.941724, a1
3.453, 0.937046, a1
3.454, 0.932667, a1
3.455, 0.928144, a1
3.456, 0.923211, a1
3.457, 0.918321, a1
3.458, 0.913126, a1
3.459, 0.908032, a1
3.46, 0.902351, a1
3.461, 0.896955, a1
3.462, 0.8913, a1
3.463, 0.885683, a1
3.464, 0.879738, a1
3.465, 0.873785, a1
3.466, 0.867522, a1
3.467, 0.861207, a1
3.468, 0.854632, a1
3.469, 0.847817, a1
3.47, 0.841451, a1
3.471, 0.834343, a1
3.472, 0.827365, a1
3.473, 0.819822, a1
3.474, 0.812158, a1
3.475, 0.804582, a1
3.476, 0.79717, a1
3.477, 0.788907, a1
3.478, 0.780879, a1
3.479, 0.772495, a1
3.48, 0.76465, a1
3.481, 0.756406, a1
3.482, 0.748018, a1
3.483, 0.739589, a1
3.484, 0.730904, a1
3.485, 0.721838, a1
3.486, 0.713363, a1
3.487, 0.704415, a1
3.488, 0.694978, a1
3.489, 0.685994, a1
3.49, 0.676625, a1
3.491, 0.667034, a1
3.492, 0.657498, a1
3.493, 0.64714, a1
3.494, 0.63695, a1
3.495, 0.626862, a1
3.496, 0.617535, a1
3.497, 0.607633, a1
3.498, 0.597397, a1
3.499, 0.586935, a1
3.5, 0.576434, a1
3.501, 0.565955, a1
3.502, 0.555442, a1
3.503, 0.544766, a1
3.504, 0.534345, a1
3.505, 0.523315, a1
3.506, 0.511918, a1
3.507, 0.500754, a1
3.508, 0.490343, a1
3.509, 0.47935, a1
3.51, 0.467507, a1
3.511, 0.456036, a1
3.512, 0.445925, a1
3.513, 0.434622, a1
3.514, 0.423284, a1
3.515, 0.411138, a1
3.516, 0.399087, a1
3.517, 0.387206, a1
3.518, 0.375754, a1
3.519, 0.363932, a1
3.52, 0.35203, a1
3.521, 0.33992, a1
3.522, 0.328067, a1
3.523, 0.315173, a1
3.524, 0.302884, a1
3.525, 0.290067, a1
3.526, 0.277429, a1
3.527, 0.264783, a1
3.528, 0.252265, a1
3.529, 0.239817, a1
3.53, 0.22787, a1
3.531, 0.215522, a1
3.532, 0.203382, a1
3.533, 0.190952, a1
3.534, 0.178793, a1
3.535, 0.1661, a1
3.536, 0.152315, a1
3.537, 0.139857, a1
3.538, 0.127507, a1
3.539, 0.114912, a1
3.54, 0.103123, a1
3.541, 0.0905825, a1
3.542, 0.0784133, a1
3.543, 0.0659945, a1
3.544, 0.0526416, a1
3.545, 0.0405857, a1
3.546, 0.0274801, a1
3.547, 0.0145677, a1
3.548, 0.00214141, a1
intercept is 3.54817, int1
3.549, -0.0107174, a1
3.55, -0.0228257, a1
3.551, -0.0358523, a1
3.552, -0.0482616, a1
3.553, -0.0613624, a1
3.554, -0.0732724, a1
3.555, -0.0867686, a1
3.556, -0.0996018, a1
3.557, -0.112185, a1
3.558, -0.125312, a1
3.559, -0.138366, a1
3.56, -0.151967, a1
3.561, -0.164192, a1
3.562, -0.177295, a1
3.563, -0.189975, a1
3.564, -0.202962, a1
3.565, -0.214655, a1
